,symbol,sector,allocation
1561,VTMFX,Telecommunications,0.024
1562,VTMFX,Utilities,0.029
1563,VMGRX,Communication Services,0.048
1564,VMGRX,Consumer Discretionary,0.093
1565,VMGRX,Consumer Staples,0.028
1566,VMGRX,Energy,0.044
1567,VMGRX,Financials,0.102
1568,VMGRX,Health Care,0.196
1569,VMGRX,Industrials,0.209
1570,VMGRX,Information Technology,0.243
1571,VMGRX,Materials,0.02
1572,VMGRX,Real Estate,0.017
1573,VOO,Communication Services,0.087
1574,VOO,Consumer Discretionary,0.106
1575,VOO,Consumer Staples,0.066
1576,VOO,Energy,0.045
1577,VOO,Financials,0.127
1578,VOO,Health Care,0.132
1579,VOO,Industrials,0.083
1580,VOO,Information Technology,0.281
1581,VOO,Materials,0.024
1582,VOO,Real Estate,0.024
1583,VOO,Utilities,0.025
1584,VSGNX,Communication Services,0.021
1585,VSGNX,Consumer Discretionary,0.08
1586,VSGNX,Consumer Staples,0.067
1587,VSGNX,Energy,0.062
1588,VSGNX,Financials,0.165
1589,VSGNX,Health Care,0.126
1590,VSGNX,Industrials,0.192
1591,VSGNX,Information Technology,0.165
1592,VSGNX,Materials,0.059
1593,VSGNX,Real Estate,0.039
1594,VSGNX,Utilities,0.024
1595,VGENX,Information Technology,0.006
1596,VGENX,Integrated Oil & Gas,0.361
1597,VGENX,Materials,0.004
1598,VGENX,Oil & Gas Equipment & Services,0.039
1599,VGENX,Oil & Gas Exploration & Production,0.158
1600,VGENX,Oil & Gas Refining & Marketing,0.049
1601,VGENX,Oil & Gas Storage & Transportation,0.065
1602,VGENX,Utilities,0.319
1603,ESGV,Basic Materials,0.018
1604,ESGV,Consumer Discretionary,0.158
1605,ESGV,Consumer Staples,0.053
1606,ESGV,Energy,0.001
1607,ESGV,Financials,0.102
1608,ESGV,Health Care,0.139
1609,ESGV,Industrials,0.106
1610,ESGV,Real Estate,0.032
1611,ESGV,Technology,0.358
1612,ESGV,Telecommunications,0.027
1613,ESGV,Utilities,0.006
1614,VSCPX,Basic Materials,0.038
1615,VSCPX,Consumer Discretionary,0.158
1616,VSCPX,Consumer Staples,0.036
1617,VSCPX,Energy,0.066
1618,VSCPX,Financials,0.138
1619,VSCPX,Health Care,0.104
1620,VSCPX,Industrials,0.218
1621,VSCPX,Real Estate,0.071
1622,VSCPX,Technology,0.126
1623,VSCPX,Telecommunications,0.013
1624,VSCPX,Utilities,0.032
1625,VEIPX,Communication Services,0.011
1626,VEIPX,Consumer Discretionary,0.053
1627,VEIPX,Consumer Staples,0.141
1628,VEIPX,Energy,0.116
1629,VEIPX,Financials,0.187
1630,VEIPX,Health Care,0.154
1631,VEIPX,Industrials,0.107
1632,VEIPX,Information Technology,0.086
1633,VEIPX,Materials,0.044
1634,VEIPX,Real Estate,0.021
1635,VEIPX,Utilities,0.08
1636,VOOV,Communication Services,0.102
1637,VOOV,Consumer Discretionary,0.111
1638,VOOV,Consumer Staples,0.069
1639,VOOV,Energy,0.017
1640,VOOV,Financials,0.192
1641,VOOV,Health Care,0.082
1642,VOOV,Industrials,0.119
1643,VOOV,Information Technology,0.186
1644,VOOV,Materials,0.031
1645,VOOV,Real Estate,0.042
1646,VOOV,Utilities,0.049
1647,VSEQX,Communication Services,0.036
1648,VSEQX,Consumer Discretionary,0.117
1649,VSEQX,Consumer Staples,0.043
1650,VSEQX,Energy,0.06
1651,VSEQX,Financials,0.145
1652,VSEQX,Health Care,0.106
1653,VSEQX,Industrials,0.184
1654,VSEQX,Information Technology,0.136
1655,VSEQX,Materials,0.058
1656,VSEQX,Real Estate,0.066
1657,VSEQX,Utilities,0.049
1658,VIGAX,Basic Materials,0.014
1659,VIGAX,Consumer Discretionary,0.21
1660,VIGAX,Consumer Staples,0.007
1661,VIGAX,Energy,0.015
1662,VIGAX,Financials,0.024
1663,VIGAX,Health Care,0.081
1664,VIGAX,Industrials,0.088
1665,VIGAX,Real Estate,0.018
1666,VIGAX,Technology,0.531
1667,VIGAX,Telecommunications,0.01
1668,VIGAX,Utilities,0.002
1669,VSMVX,Communication Services,0.038
1670,VSMVX,Consumer Discretionary,0.196
1671,VSMVX,Consumer Staples,0.037
1672,VSMVX,Energy,0.045
1673,VSMVX,Financials,0.2
1674,VSMVX,Health Care,0.08
1675,VSMVX,Industrials,0.154
1676,VSMVX,Information Technology,0.078
1677,VSMVX,Materials,0.044
1678,VSMVX,Real Estate,0.113
1679,VSMVX,Utilities,0.015
1680,VGT,Application Software,0.151
1681,VGT,Communications Equipment,0.038
1682,VGT,Electronic Components,0.011
1683,VGT,Electronic Equipment & Instruments,0.015
1684,VGT,Electronic Manufacturing Services,0.012
1685,VGT,Internet Services & Infrastructure,0.018
1686,VGT,IT Consulting & Other Services,0.041
1687,VGT,Semiconductor Materials & Equipment,0.036
1688,VGT,Semiconductors,0.194
1689,VGT,Systems Software,0.246
1690,VGT,Technology Distributors,0.007
1691,VGT,"Technology Hardware, Storage & Periphera",0.233
1692,VENAX,Coal & Consumable Fuels,0.005
1693,VENAX,Integrated Oil & Gas,0.382
1694,VENAX,Oil & Gas Drilling,0.013
1695,VENAX,Oil & Gas Equipment & Services,0.106
1696,VENAX,Oil & Gas Exploration & Production,0.293
1697,VENAX,Oil & Gas Refining & Marketing,0.098
1698,VENAX,Oil & Gas Storage & Transportation,0.104
1699,VEIRX,Communication Services,0.011
1700,VEIRX,Consumer Discretionary,0.053
1701,VEIRX,Consumer Staples,0.141
1702,VEIRX,Energy,0.116
1703,VEIRX,Financials,0.187
1704,VEIRX,Health Care,0.154
1705,VEIRX,Industrials,0.107
1706,VEIRX,Information Technology,0.086
1707,VEIRX,Materials,0.044
1708,VEIRX,Real Estate,0.021
1709,VEIRX,Utilities,0.08
1710,VGELX,Information Technology,0.006
1711,VGELX,Integrated Oil & Gas,0.361
1712,VGELX,Materials,0.004
1713,VGELX,Oil & Gas Equipment & Services,0.039
1714,VGELX,Oil & Gas Exploration & Production,0.158
1715,VGELX,Oil & Gas Refining & Marketing,0.049
1716,VGELX,Oil & Gas Storage & Transportation,0.065
1717,VGELX,Utilities,0.319
1718,VSCIX,Basic Materials,0.038
1719,VSCIX,Consumer Discretionary,0.158
1720,VSCIX,Consumer Staples,0.036
1721,VSCIX,Energy,0.066
1722,VSCIX,Financials,0.138
1723,VSCIX,Health Care,0.104
1724,VSCIX,Industrials,0.218
1725,VSCIX,Real Estate,0.071
1726,VSCIX,Technology,0.126
1727,VSCIX,Telecommunications,0.013
1728,VSCIX,Utilities,0.032
1729,VTV,Basic Materials,0.021
1730,VTV,Consumer Discretionary,0.055
1731,VTV,Consumer Staples,0.109
1732,VTV,Energy,0.081
1733,VTV,Financials,0.191
1734,VTV,Health Care,0.18
1735,VTV,Industrials,0.15
1736,VTV,Real Estate,0.03
1737,VTV,Technology,0.085
1738,VTV,Telecommunications,0.039
1739,VTV,Utilities,0.059
1740,VITPX,Basic Materials,0.02
1741,VITPX,Consumer Discretionary,0.141
1742,VITPX,Consumer Staples,0.052
1743,VITPX,Energy,0.048
1744,VITPX,Financials,0.105
1745,VITPX,Health Care,0.125
1746,VITPX,Industrials,0.128
1747,VITPX,Real Estate,0.028
1748,VITPX,Technology,0.303
1749,VITPX,Telecommunications,0.022
1750,VITPX,Utilities,0.028
